preview_id,profile_id,delivery_preset_id,evaluation_script_id,profile_approval_status,delivery_approval_status,source_voice_id,audio_status,audio_path,owner_decision,notes
gnoll-male--neutral,gnoll-male,neutral,neutral,draft,draft,,ungenerated,,pending,
gnoll-male--angry,gnoll-male,angry,angry,draft,draft,,ungenerated,,pending,
gnoll-male--sorrowful,gnoll-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
gnoll-male--joyful,gnoll-male,joyful,joyful,draft,draft,,ungenerated,,pending,
gnoll-male--proclaiming,gnoll-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
gnoll-female--neutral,gnoll-female,neutral,neutral,draft,draft,,ungenerated,,pending,
gnoll-female--angry,gnoll-female,angry,angry,draft,draft,,ungenerated,,pending,
gnoll-female--sorrowful,gnoll-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
gnoll-female--joyful,gnoll-female,joyful,joyful,draft,draft,,ungenerated,,pending,
gnoll-female--proclaiming,gnoll-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
satyr-male--neutral,satyr-male,neutral,neutral,draft,draft,,ungenerated,,pending,
satyr-male--angry,satyr-male,angry,angry,draft,draft,,ungenerated,,pending,
satyr-male--sorrowful,satyr-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
satyr-male--joyful,satyr-male,joyful,joyful,draft,draft,,ungenerated,,pending,
satyr-male--proclaiming,satyr-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
satyr-female--neutral,satyr-female,neutral,neutral,draft,draft,,ungenerated,,pending,
satyr-female--angry,satyr-female,angry,angry,draft,draft,,ungenerated,,pending,
satyr-female--sorrowful,satyr-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
satyr-female--joyful,satyr-female,joyful,joyful,draft,draft,,ungenerated,,pending,
satyr-female--proclaiming,satyr-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
centaur-male--neutral,centaur-male,neutral,neutral,draft,draft,,ungenerated,,pending,
centaur-male--angry,centaur-male,angry,angry,draft,draft,,ungenerated,,pending,
centaur-male--sorrowful,centaur-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
centaur-male--joyful,centaur-male,joyful,joyful,draft,draft,,ungenerated,,pending,
centaur-male--proclaiming,centaur-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
centaur-female--neutral,centaur-female,neutral,neutral,draft,draft,,ungenerated,,pending,
centaur-female--angry,centaur-female,angry,angry,draft,draft,,ungenerated,,pending,
centaur-female--sorrowful,centaur-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
centaur-female--joyful,centaur-female,joyful,joyful,draft,draft,,ungenerated,,pending,
centaur-female--proclaiming,centaur-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
naaru-male--neutral,naaru-male,neutral,neutral,draft,draft,,ungenerated,,pending,
naaru-male--angry,naaru-male,angry,angry,draft,draft,,ungenerated,,pending,
naaru-male--sorrowful,naaru-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
naaru-male--joyful,naaru-male,joyful,joyful,draft,draft,,ungenerated,,pending,
naaru-male--proclaiming,naaru-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
naaru-female--neutral,naaru-female,neutral,neutral,draft,draft,,ungenerated,,pending,
naaru-female--angry,naaru-female,angry,angry,draft,draft,,ungenerated,,pending,
naaru-female--sorrowful,naaru-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
naaru-female--joyful,naaru-female,joyful,joyful,draft,draft,,ungenerated,,pending,
naaru-female--proclaiming,naaru-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
sporeling-male--neutral,sporeling-male,neutral,neutral,draft,draft,,ungenerated,,pending,
sporeling-male--angry,sporeling-male,angry,angry,draft,draft,,ungenerated,,pending,
sporeling-male--sorrowful,sporeling-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
sporeling-male--joyful,sporeling-male,joyful,joyful,draft,draft,,ungenerated,,pending,
sporeling-male--proclaiming,sporeling-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
sporeling-female--neutral,sporeling-female,neutral,neutral,draft,draft,,ungenerated,,pending,
sporeling-female--angry,sporeling-female,angry,angry,draft,draft,,ungenerated,,pending,
sporeling-female--sorrowful,sporeling-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
sporeling-female--joyful,sporeling-female,joyful,joyful,draft,draft,,ungenerated,,pending,
sporeling-female--proclaiming,sporeling-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
murloc-male--neutral,murloc-male,neutral,neutral,draft,draft,,ungenerated,,pending,
murloc-male--angry,murloc-male,angry,angry,draft,draft,,ungenerated,,pending,
murloc-male--sorrowful,murloc-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
murloc-male--joyful,murloc-male,joyful,joyful,draft,draft,,ungenerated,,pending,
murloc-male--proclaiming,murloc-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
murloc-female--neutral,murloc-female,neutral,neutral,draft,draft,,ungenerated,,pending,
murloc-female--angry,murloc-female,angry,angry,draft,draft,,ungenerated,,pending,
murloc-female--sorrowful,murloc-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
murloc-female--joyful,murloc-female,joyful,joyful,draft,draft,,ungenerated,,pending,
murloc-female--proclaiming,murloc-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
arakkoa-male--neutral,arakkoa-male,neutral,neutral,draft,draft,,ungenerated,,pending,
arakkoa-male--angry,arakkoa-male,angry,angry,draft,draft,,ungenerated,,pending,
arakkoa-male--sorrowful,arakkoa-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
arakkoa-male--joyful,arakkoa-male,joyful,joyful,draft,draft,,ungenerated,,pending,
arakkoa-male--proclaiming,arakkoa-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
arakkoa-female--neutral,arakkoa-female,neutral,neutral,draft,draft,,ungenerated,,pending,
arakkoa-female--angry,arakkoa-female,angry,angry,draft,draft,,ungenerated,,pending,
arakkoa-female--sorrowful,arakkoa-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
arakkoa-female--joyful,arakkoa-female,joyful,joyful,draft,draft,,ungenerated,,pending,
arakkoa-female--proclaiming,arakkoa-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
keeper-male--neutral,keeper-male,neutral,neutral,draft,draft,,ungenerated,,pending,
keeper-male--angry,keeper-male,angry,angry,draft,draft,,ungenerated,,pending,
keeper-male--sorrowful,keeper-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
keeper-male--joyful,keeper-male,joyful,joyful,draft,draft,,ungenerated,,pending,
keeper-male--proclaiming,keeper-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
keeper-female--neutral,keeper-female,neutral,neutral,draft,draft,,ungenerated,,pending,
keeper-female--angry,keeper-female,angry,angry,draft,draft,,ungenerated,,pending,
keeper-female--sorrowful,keeper-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
keeper-female--joyful,keeper-female,joyful,joyful,draft,draft,,ungenerated,,pending,
keeper-female--proclaiming,keeper-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
dryad-male--neutral,dryad-male,neutral,neutral,draft,draft,,ungenerated,,pending,
dryad-male--angry,dryad-male,angry,angry,draft,draft,,ungenerated,,pending,
dryad-male--sorrowful,dryad-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
dryad-male--joyful,dryad-male,joyful,joyful,draft,draft,,ungenerated,,pending,
dryad-male--proclaiming,dryad-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
dryad-female--neutral,dryad-female,neutral,neutral,draft,draft,,ungenerated,,pending,
dryad-female--angry,dryad-female,angry,angry,draft,draft,,ungenerated,,pending,
dryad-female--sorrowful,dryad-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
dryad-female--joyful,dryad-female,joyful,joyful,draft,draft,,ungenerated,,pending,
dryad-female--proclaiming,dryad-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
gorloc-male--neutral,gorloc-male,neutral,neutral,draft,draft,,ungenerated,,pending,
gorloc-male--angry,gorloc-male,angry,angry,draft,draft,,ungenerated,,pending,
gorloc-male--sorrowful,gorloc-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
gorloc-male--joyful,gorloc-male,joyful,joyful,draft,draft,,ungenerated,,pending,
gorloc-male--proclaiming,gorloc-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
gorloc-female--neutral,gorloc-female,neutral,neutral,draft,draft,,ungenerated,,pending,
gorloc-female--angry,gorloc-female,angry,angry,draft,draft,,ungenerated,,pending,
gorloc-female--sorrowful,gorloc-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
gorloc-female--joyful,gorloc-female,joyful,joyful,draft,draft,,ungenerated,,pending,
gorloc-female--proclaiming,gorloc-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
wolvar-male--neutral,wolvar-male,neutral,neutral,draft,draft,,ungenerated,,pending,
wolvar-male--angry,wolvar-male,angry,angry,draft,draft,,ungenerated,,pending,
wolvar-male--sorrowful,wolvar-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
wolvar-male--joyful,wolvar-male,joyful,joyful,draft,draft,,ungenerated,,pending,
wolvar-male--proclaiming,wolvar-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
wolvar-female--neutral,wolvar-female,neutral,neutral,draft,draft,,ungenerated,,pending,
wolvar-female--angry,wolvar-female,angry,angry,draft,draft,,ungenerated,,pending,
wolvar-female--sorrowful,wolvar-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
wolvar-female--joyful,wolvar-female,joyful,joyful,draft,draft,,ungenerated,,pending,
wolvar-female--proclaiming,wolvar-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
ogre-male--neutral,ogre-male,neutral,neutral,draft,draft,,ungenerated,,pending,
ogre-male--angry,ogre-male,angry,angry,draft,draft,,ungenerated,,pending,
ogre-male--sorrowful,ogre-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
ogre-male--joyful,ogre-male,joyful,joyful,draft,draft,,ungenerated,,pending,
ogre-male--proclaiming,ogre-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
ogre-female--neutral,ogre-female,neutral,neutral,draft,draft,,ungenerated,,pending,
ogre-female--angry,ogre-female,angry,angry,draft,draft,,ungenerated,,pending,
ogre-female--sorrowful,ogre-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
ogre-female--joyful,ogre-female,joyful,joyful,draft,draft,,ungenerated,,pending,
ogre-female--proclaiming,ogre-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
earthen-male--neutral,earthen-male,neutral,neutral,draft,draft,,ungenerated,,pending,
earthen-male--angry,earthen-male,angry,angry,draft,draft,,ungenerated,,pending,
earthen-male--sorrowful,earthen-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
earthen-male--joyful,earthen-male,joyful,joyful,draft,draft,,ungenerated,,pending,
earthen-male--proclaiming,earthen-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
earthen-female--neutral,earthen-female,neutral,neutral,draft,draft,,ungenerated,,pending,
earthen-female--angry,earthen-female,angry,angry,draft,draft,,ungenerated,,pending,
earthen-female--sorrowful,earthen-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
earthen-female--joyful,earthen-female,joyful,joyful,draft,draft,,ungenerated,,pending,
earthen-female--proclaiming,earthen-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
furbolg-male--neutral,furbolg-male,neutral,neutral,draft,draft,,ungenerated,,pending,
furbolg-male--angry,furbolg-male,angry,angry,draft,draft,,ungenerated,,pending,
furbolg-male--sorrowful,furbolg-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
furbolg-male--joyful,furbolg-male,joyful,joyful,draft,draft,,ungenerated,,pending,
furbolg-male--proclaiming,furbolg-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
furbolg-female--neutral,furbolg-female,neutral,neutral,draft,draft,,ungenerated,,pending,
furbolg-female--angry,furbolg-female,angry,angry,draft,draft,,ungenerated,,pending,
furbolg-female--sorrowful,furbolg-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
furbolg-female--joyful,furbolg-female,joyful,joyful,draft,draft,,ungenerated,,pending,
furbolg-female--proclaiming,furbolg-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
ethereal-male--neutral,ethereal-male,neutral,neutral,draft,draft,,ungenerated,,pending,
ethereal-male--angry,ethereal-male,angry,angry,draft,draft,,ungenerated,,pending,
ethereal-male--sorrowful,ethereal-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
ethereal-male--joyful,ethereal-male,joyful,joyful,draft,draft,,ungenerated,,pending,
ethereal-male--proclaiming,ethereal-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
ethereal-female--neutral,ethereal-female,neutral,neutral,draft,draft,,ungenerated,,pending,
ethereal-female--angry,ethereal-female,angry,angry,draft,draft,,ungenerated,,pending,
ethereal-female--sorrowful,ethereal-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
ethereal-female--joyful,ethereal-female,joyful,joyful,draft,draft,,ungenerated,,pending,
ethereal-female--proclaiming,ethereal-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
humanoid-male--neutral,humanoid-male,neutral,neutral,draft,draft,,ungenerated,,pending,
humanoid-male--angry,humanoid-male,angry,angry,draft,draft,,ungenerated,,pending,
humanoid-male--sorrowful,humanoid-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
humanoid-male--joyful,humanoid-male,joyful,joyful,draft,draft,,ungenerated,,pending,
humanoid-male--proclaiming,humanoid-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
humanoid-female--neutral,humanoid-female,neutral,neutral,draft,draft,,ungenerated,,pending,
humanoid-female--angry,humanoid-female,angry,angry,draft,draft,,ungenerated,,pending,
humanoid-female--sorrowful,humanoid-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
humanoid-female--joyful,humanoid-female,joyful,joyful,draft,draft,,ungenerated,,pending,
humanoid-female--proclaiming,humanoid-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
mechanical-male--neutral,mechanical-male,neutral,neutral,draft,draft,,ungenerated,,pending,
mechanical-male--angry,mechanical-male,angry,angry,draft,draft,,ungenerated,,pending,
mechanical-male--sorrowful,mechanical-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
mechanical-male--joyful,mechanical-male,joyful,joyful,draft,draft,,ungenerated,,pending,
mechanical-male--proclaiming,mechanical-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
mechanical-female--neutral,mechanical-female,neutral,neutral,draft,draft,,ungenerated,,pending,
mechanical-female--angry,mechanical-female,angry,angry,draft,draft,,ungenerated,,pending,
mechanical-female--sorrowful,mechanical-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
mechanical-female--joyful,mechanical-female,joyful,joyful,draft,draft,,ungenerated,,pending,
mechanical-female--proclaiming,mechanical-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
giant-male--neutral,giant-male,neutral,neutral,draft,draft,,ungenerated,,pending,
giant-male--angry,giant-male,angry,angry,draft,draft,,ungenerated,,pending,
giant-male--sorrowful,giant-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
giant-male--joyful,giant-male,joyful,joyful,draft,draft,,ungenerated,,pending,
giant-male--proclaiming,giant-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
giant-female--neutral,giant-female,neutral,neutral,draft,draft,,ungenerated,,pending,
giant-female--angry,giant-female,angry,angry,draft,draft,,ungenerated,,pending,
giant-female--sorrowful,giant-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
giant-female--joyful,giant-female,joyful,joyful,draft,draft,,ungenerated,,pending,
giant-female--proclaiming,giant-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
elemental-male--neutral,elemental-male,neutral,neutral,draft,draft,,ungenerated,,pending,
elemental-male--angry,elemental-male,angry,angry,draft,draft,,ungenerated,,pending,
elemental-male--sorrowful,elemental-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
elemental-male--joyful,elemental-male,joyful,joyful,draft,draft,,ungenerated,,pending,
elemental-male--proclaiming,elemental-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
elemental-female--neutral,elemental-female,neutral,neutral,draft,draft,,ungenerated,,pending,
elemental-female--angry,elemental-female,angry,angry,draft,draft,,ungenerated,,pending,
elemental-female--sorrowful,elemental-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
elemental-female--joyful,elemental-female,joyful,joyful,draft,draft,,ungenerated,,pending,
elemental-female--proclaiming,elemental-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
demon-male--neutral,demon-male,neutral,neutral,draft,draft,,ungenerated,,pending,
demon-male--angry,demon-male,angry,angry,draft,draft,,ungenerated,,pending,
demon-male--sorrowful,demon-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
demon-male--joyful,demon-male,joyful,joyful,draft,draft,,ungenerated,,pending,
demon-male--proclaiming,demon-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
demon-female--neutral,demon-female,neutral,neutral,draft,draft,,ungenerated,,pending,
demon-female--angry,demon-female,angry,angry,draft,draft,,ungenerated,,pending,
demon-female--sorrowful,demon-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
demon-female--joyful,demon-female,joyful,joyful,draft,draft,,ungenerated,,pending,
demon-female--proclaiming,demon-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
dragonkin-male--neutral,dragonkin-male,neutral,neutral,draft,draft,,ungenerated,,pending,
dragonkin-male--angry,dragonkin-male,angry,angry,draft,draft,,ungenerated,,pending,
dragonkin-male--sorrowful,dragonkin-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
dragonkin-male--joyful,dragonkin-male,joyful,joyful,draft,draft,,ungenerated,,pending,
dragonkin-male--proclaiming,dragonkin-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
dragonkin-female--neutral,dragonkin-female,neutral,neutral,draft,draft,,ungenerated,,pending,
dragonkin-female--angry,dragonkin-female,angry,angry,draft,draft,,ungenerated,,pending,
dragonkin-female--sorrowful,dragonkin-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
dragonkin-female--joyful,dragonkin-female,joyful,joyful,draft,draft,,ungenerated,,pending,
dragonkin-female--proclaiming,dragonkin-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
beast-male--neutral,beast-male,neutral,neutral,draft,draft,,ungenerated,,pending,
beast-male--angry,beast-male,angry,angry,draft,draft,,ungenerated,,pending,
beast-male--sorrowful,beast-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
beast-male--joyful,beast-male,joyful,joyful,draft,draft,,ungenerated,,pending,
beast-male--proclaiming,beast-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
beast-female--neutral,beast-female,neutral,neutral,draft,draft,,ungenerated,,pending,
beast-female--angry,beast-female,angry,angry,draft,draft,,ungenerated,,pending,
beast-female--sorrowful,beast-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
beast-female--joyful,beast-female,joyful,joyful,draft,draft,,ungenerated,,pending,
beast-female--proclaiming,beast-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
narrator-male--neutral,narrator-male,neutral,neutral,draft,draft,,ungenerated,,pending,
narrator-male--angry,narrator-male,angry,angry,draft,draft,,ungenerated,,pending,
narrator-male--sorrowful,narrator-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
narrator-male--joyful,narrator-male,joyful,joyful,draft,draft,,ungenerated,,pending,
narrator-male--proclaiming,narrator-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
narrator-female--neutral,narrator-female,neutral,neutral,draft,draft,,ungenerated,,pending,
narrator-female--angry,narrator-female,angry,angry,draft,draft,,ungenerated,,pending,
narrator-female--sorrowful,narrator-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
narrator-female--joyful,narrator-female,joyful,joyful,draft,draft,,ungenerated,,pending,
narrator-female--proclaiming,narrator-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
human-male--neutral,human-male,neutral,neutral,draft,draft,,ungenerated,,pending,
human-male--angry,human-male,angry,angry,draft,draft,,ungenerated,,pending,
human-male--sorrowful,human-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
human-male--joyful,human-male,joyful,joyful,draft,draft,,ungenerated,,pending,
human-male--proclaiming,human-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
human-female--neutral,human-female,neutral,neutral,draft,draft,,ungenerated,,pending,
human-female--angry,human-female,angry,angry,draft,draft,,ungenerated,,pending,
human-female--sorrowful,human-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
human-female--joyful,human-female,joyful,joyful,draft,draft,,ungenerated,,pending,
human-female--proclaiming,human-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
orc-male--neutral,orc-male,neutral,neutral,draft,draft,,ungenerated,,pending,
orc-male--angry,orc-male,angry,angry,draft,draft,,ungenerated,,pending,
orc-male--sorrowful,orc-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
orc-male--joyful,orc-male,joyful,joyful,draft,draft,,ungenerated,,pending,
orc-male--proclaiming,orc-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
orc-female--neutral,orc-female,neutral,neutral,draft,draft,,ungenerated,,pending,
orc-female--angry,orc-female,angry,angry,draft,draft,,ungenerated,,pending,
orc-female--sorrowful,orc-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
orc-female--joyful,orc-female,joyful,joyful,draft,draft,,ungenerated,,pending,
orc-female--proclaiming,orc-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
dwarf-male--neutral,dwarf-male,neutral,neutral,draft,draft,,ungenerated,,pending,
dwarf-male--angry,dwarf-male,angry,angry,draft,draft,,ungenerated,,pending,
dwarf-male--sorrowful,dwarf-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
dwarf-male--joyful,dwarf-male,joyful,joyful,draft,draft,,ungenerated,,pending,
dwarf-male--proclaiming,dwarf-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
dwarf-female--neutral,dwarf-female,neutral,neutral,draft,draft,,ungenerated,,pending,
dwarf-female--angry,dwarf-female,angry,angry,draft,draft,,ungenerated,,pending,
dwarf-female--sorrowful,dwarf-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
dwarf-female--joyful,dwarf-female,joyful,joyful,draft,draft,,ungenerated,,pending,
dwarf-female--proclaiming,dwarf-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
nightelf-male--neutral,nightelf-male,neutral,neutral,draft,draft,,ungenerated,,pending,
nightelf-male--angry,nightelf-male,angry,angry,draft,draft,,ungenerated,,pending,
nightelf-male--sorrowful,nightelf-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
nightelf-male--joyful,nightelf-male,joyful,joyful,draft,draft,,ungenerated,,pending,
nightelf-male--proclaiming,nightelf-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
nightelf-female--neutral,nightelf-female,neutral,neutral,draft,draft,,ungenerated,,pending,
nightelf-female--angry,nightelf-female,angry,angry,draft,draft,,ungenerated,,pending,
nightelf-female--sorrowful,nightelf-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
nightelf-female--joyful,nightelf-female,joyful,joyful,draft,draft,,ungenerated,,pending,
nightelf-female--proclaiming,nightelf-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
scourge-male--neutral,scourge-male,neutral,neutral,draft,draft,,ungenerated,,pending,
